id	player	season	label	trait	question	preview	verdict	priority
shai-gilgeous-alexander-2025-championship-number-one	Shai Gilgeous-Alexander	2025	2024-25	championship-number-one	Could 2025 Shai Gilgeous-Alexander have been the #1 on a championship team?	2025 SHAI GILGEOUS-ALEXANDER · CHAMPIONSHIP #1?	qualifies	25
shai-gilgeous-alexander-2025-rim-pressurer	Shai Gilgeous-Alexander	2025	2024-25	rim-pressurer	Was 2025 Shai Gilgeous-Alexander a Rim Pressurer?	2025 SHAI GILGEOUS-ALEXANDER · RIM PRESSURER?	qualifies	35
shai-gilgeous-alexander-2026-foul-merchant	Shai Gilgeous-Alexander	2026	2025-26	foul-merchant	Was 2026 Shai Gilgeous-Alexander a Foul Merchant?	2026 SHAI GILGEOUS-ALEXANDER · FOUL MERCHANT?	qualifies	45
shaquille-o-neal-2000-championship-number-one	Shaquille O'Neal	2000	1999-00	championship-number-one	Could 2000 Shaquille O'Neal have been the #1 on a championship team?	2000 SHAQUILLE O'NEAL · CHAMPIONSHIP #1?	qualifies	25
shaquille-o-neal-2000-rim-pressurer	Shaquille O'Neal	2000	1999-00	rim-pressurer	Was 2000 Shaquille O'Neal a Rim Pressurer?	2000 SHAQUILLE O'NEAL · RIM PRESSURER?	qualifies	35
shaquille-o-neal-2000-three-point-shooter	Shaquille O'Neal	2000	1999-00	three-point-shooter	Was 2000 Shaquille O'Neal a Three-Point Shooter?	2000 SHAQUILLE O'NEAL · THREE-POINT SHOOTER?	does_not_qualify	35
shaquille-o-neal-2001-championship-number-one	Shaquille O'Neal	2001	2000-01	championship-number-one	Could 2001 Shaquille O'Neal have been the #1 on a championship team?	2001 SHAQUILLE O'NEAL · CHAMPIONSHIP #1?	qualifies	25
shaquille-o-neal-2002-championship-number-one	Shaquille O'Neal	2002	2001-02	championship-number-one	Could 2002 Shaquille O'Neal have been the #1 on a championship team?	2002 SHAQUILLE O'NEAL · CHAMPIONSHIP #1?	qualifies	25
shawn-kemp-1996-off-ball-scorer	Shawn Kemp	1996	1995-96	off-ball-scorer	Was 1996 Shawn Kemp an elite Off-Ball Scorer?	1996 SHAWN KEMP · OFF-BALL SCORER?	qualifies	35
shawn-kemp-1996-playmaker	Shawn Kemp	1996	1995-96	playmaker	Was 1996 Shawn Kemp an elite Playmaker?	1996 SHAWN KEMP · PLAYMAKER?	does_not_qualify	35
shawn-kemp-1996-rim-pressurer	Shawn Kemp	1996	1995-96	rim-pressurer	Was 1996 Shawn Kemp a Rim Pressurer?	1996 SHAWN KEMP · RIM PRESSURER?	qualifies	35
shawn-marion-2006-off-ball-scorer	Shawn Marion	2006	2005-06	off-ball-scorer	Was 2006 Shawn Marion an elite Off-Ball Scorer?	2006 SHAWN MARION · OFF-BALL SCORER?	qualifies	35
shawn-marion-2006-switchable-defender	Shawn Marion	2006	2005-06	switchable-defender	Was 2006 Shawn Marion a Switchable Defender?	2006 SHAWN MARION · SWITCHABLE DEFENDER?	qualifies	35
shawn-marion-2006-tough-shot-maker	Shawn Marion	2006	2005-06	tough-shot-maker	Was 2006 Shawn Marion an elite Tough Shot Maker?	2006 SHAWN MARION · TOUGH SHOT MAKER?	does_not_qualify	35
sidney-moncrief-1983-iso-defender	Sidney Moncrief	1983	1982-83	iso-defender	Was 1983 Sidney Moncrief an elite Iso Defender?	1983 SIDNEY MONCRIEF · ISO DEFENDER?	qualifies	35
sidney-moncrief-1983-rim-pressurer	Sidney Moncrief	1983	1982-83	rim-pressurer	Was 1983 Sidney Moncrief a Rim Pressurer?	1983 SIDNEY MONCRIEF · RIM PRESSURER?	qualifies	35
sidney-moncrief-1983-team-defender	Sidney Moncrief	1983	1982-83	team-defender	Was 1983 Sidney Moncrief an elite Team Defender?	1983 SIDNEY MONCRIEF · TEAM DEFENDER?	qualifies	35
stephen-curry-2016-championship-number-one	Stephen Curry	2016	2015-16	championship-number-one	Could 2016 Stephen Curry have been the #1 on a championship team?	2016 STEPHEN CURRY · CHAMPIONSHIP #1?	qualifies	35
stephen-curry-2016-super-three-point-shooter	Stephen Curry	2016	2015-16	super-three-point-shooter	Did 2016 Stephen Curry have gravity?	2016 CURRY · GRAVITY?	qualifies	98
stephen-curry-2022-championship-number-one	Stephen Curry	2022	2021-22	championship-number-one	Could 2022 Stephen Curry have been the #1 on a championship team?	2022 STEPHEN CURRY · CHAMPIONSHIP #1?	qualifies	25
steve-nash-2005-playmaker	Steve Nash	2005	2004-05	playmaker	Did 2005 Nash create advantages at an MVP level?	2005 NASH · MVP PLAYMAKING?	qualifies	92
steve-nash-2006-iso-defender	Steve Nash	2006	2005-06	iso-defender	Was 2006 Steve Nash an elite Iso Defender?	2006 STEVE NASH · ISO DEFENDER?	does_not_qualify	35
steve-nash-2006-playmaker	Steve Nash	2006	2005-06	playmaker	Was 2006 Steve Nash an elite Playmaker?	2006 STEVE NASH · PLAYMAKER?	qualifies	35
steve-nash-2006-super-three-point-shooter	Steve Nash	2006	2005-06	super-three-point-shooter	Did 2006 Steve Nash have game-breaking three-point gravity?	2006 STEVE NASH · SUPER THREE-POINT SHOOTER?	qualifies	35
tim-duncan-1999-championship-number-one	Tim Duncan	1999	1998-99	championship-number-one	Could 1999 Tim Duncan have been the #1 on a championship team?	1999 TIM DUNCAN · CHAMPIONSHIP #1?	qualifies	25
tim-duncan-2003-championship-number-one	Tim Duncan	2003	2002-03	championship-number-one	Could 2003 Tim Duncan have been the #1 on a championship team?	2003 TIM DUNCAN · CHAMPIONSHIP #1?	qualifies	25
tim-duncan-2003-rim-protector	Tim Duncan	2003	2002-03	rim-protector	Was 2003 Tim Duncan an elite Rim Protector?	2003 TIM DUNCAN · RIM PROTECTOR?	qualifies	35
tim-duncan-2003-team-defender	Tim Duncan	2003	2002-03	team-defender	Was 2003 Tim Duncan an elite Team Defender?	2003 TIM DUNCAN · TEAM DEFENDER?	qualifies	35
tim-duncan-2005-championship-number-one	Tim Duncan	2005	2004-05	championship-number-one	Could 2005 Tim Duncan have been the #1 on a championship team?	2005 TIM DUNCAN · CHAMPIONSHIP #1?	qualifies	25
tim-hardaway-1997-iso-defender	Tim Hardaway	1997	1996-97	iso-defender	Was 1997 Tim Hardaway an elite Iso Defender?	1997 TIM HARDAWAY · ISO DEFENDER?	does_not_qualify	35
tim-hardaway-1997-playmaker	Tim Hardaway	1997	1996-97	playmaker	Was 1997 Tim Hardaway an elite Playmaker?	1997 TIM HARDAWAY · PLAYMAKER?	qualifies	35
tim-hardaway-1997-three-point-shooter	Tim Hardaway	1997	1996-97	three-point-shooter	Was 1997 Tim Hardaway a Three-Point Shooter?	1997 TIM HARDAWAY · THREE-POINT SHOOTER?	qualifies	35
toni-kukoc-1996-iso-defender	Toni Kukoc	1996	1995-96	iso-defender	Was 1996 Toni Kukoc an elite Iso Defender?	1996 TONI KUKOC · ISO DEFENDER?	does_not_qualify	35
toni-kukoc-1996-off-ball-scorer	Toni Kukoc	1996	1995-96	off-ball-scorer	Was 1996 Toni Kukoc an elite Off-Ball Scorer?	1996 TONI KUKOC · OFF-BALL SCORER?	qualifies	35
toni-kukoc-1996-playmaker	Toni Kukoc	1996	1995-96	playmaker	Was 1996 Toni Kukoc an elite Playmaker?	1996 TONI KUKOC · PLAYMAKER?	qualifies	35
tony-parker-2007-championship-number-one	Tony Parker	2007	2006-07	championship-number-one	Could 2007 Tony Parker have been the #1 on a championship team?	2007 TONY PARKER · CHAMPIONSHIP #1?	qualifies	25
tony-parker-2009-playmaker	Tony Parker	2009	2008-09	playmaker	Was 2009 Tony Parker an elite Playmaker?	2009 TONY PARKER · PLAYMAKER?	qualifies	35
tony-parker-2009-rim-pressurer	Tony Parker	2009	2008-09	rim-pressurer	Was 2009 Tony Parker a Rim Pressurer?	2009 TONY PARKER · RIM PRESSURER?	qualifies	35
tony-parker-2009-team-defender	Tony Parker	2009	2008-09	team-defender	Was 2009 Tony Parker an elite Team Defender?	2009 TONY PARKER · TEAM DEFENDER?	does_not_qualify	35
tracy-mcgrady-2003-playmaker	Tracy McGrady	2003	2002-03	playmaker	Was 2003 Tracy McGrady an elite Playmaker?	2003 TRACY MCGRADY · PLAYMAKER?	qualifies	35
tracy-mcgrady-2003-team-defender	Tracy McGrady	2003	2002-03	team-defender	Was 2003 Tracy McGrady an elite Team Defender?	2003 TRACY MCGRADY · TEAM DEFENDER?	does_not_qualify	35
tyrese-haliburton-2024-playmaker	Tyrese Haliburton	2024	2023-24	playmaker	Was 2024 Tyrese Haliburton an elite Playmaker?	2024 TYRESE HALIBURTON · PLAYMAKER?	qualifies	35
tyrese-haliburton-2024-team-defender	Tyrese Haliburton	2024	2023-24	team-defender	Was 2024 Tyrese Haliburton an elite Team Defender?	2024 TYRESE HALIBURTON · TEAM DEFENDER?	does_not_qualify	35
tyrese-haliburton-2024-three-point-shooter	Tyrese Haliburton	2024	2023-24	three-point-shooter	Was 2024 Tyrese Haliburton a Three-Point Shooter?	2024 TYRESE HALIBURTON · THREE-POINT SHOOTER?	qualifies	35
victor-wembanyama-2025-rim-protector	Victor Wembanyama	2025	2024-25	rim-protector	Was 2025 Victor Wembanyama an elite Rim Protector?	2025 VICTOR WEMBANYAMA · RIM PROTECTOR?	qualifies	35
victor-wembanyama-2025-switchable-defender	Victor Wembanyama	2025	2024-25	switchable-defender	Was 2025 Victor Wembanyama a Switchable Defender?	2025 VICTOR WEMBANYAMA · SWITCHABLE DEFENDER?	qualifies	35
victor-wembanyama-2025-three-point-shooter	Victor Wembanyama	2025	2024-25	three-point-shooter	Was 2025 Victor Wembanyama a Three-Point Shooter?	2025 VICTOR WEMBANYAMA · THREE-POINT SHOOTER?	qualifies	35
vince-carter-2001-rim-pressurer	Vince Carter	2001	2000-01	rim-pressurer	Was 2001 Vince Carter a Rim Pressurer?	2001 VINCE CARTER · RIM PRESSURER?	qualifies	35
vince-carter-2001-team-defender	Vince Carter	2001	2000-01	team-defender	Was 2001 Vince Carter an elite Team Defender?	2001 VINCE CARTER · TEAM DEFENDER?	does_not_qualify	35
vince-carter-2001-tough-shot-maker	Vince Carter	2001	2000-01	tough-shot-maker	Was 2001 Vince Carter an elite Tough Shot Maker?	2001 VINCE CARTER · TOUGH SHOT MAKER?	qualifies	35
walt-frazier-1975-clutch	Walt Frazier	1975	1974-75	clutch	Was 1975 Walt Frazier clutch?	1975 WALT FRAZIER · CLUTCH?	qualifies	35
walt-frazier-1975-iso-defender	Walt Frazier	1975	1974-75	iso-defender	Was 1975 Walt Frazier an elite Iso Defender?	1975 WALT FRAZIER · ISO DEFENDER?	qualifies	35
walt-frazier-1975-playmaker	Walt Frazier	1975	1974-75	playmaker	Was 1975 Walt Frazier an elite Playmaker?	1975 WALT FRAZIER · PLAYMAKER?	qualifies	35
wes-unseld-1978-championship-number-one	Wes Unseld	1978	1977-78	championship-number-one	Could 1978 Wes Unseld have been the #1 on a championship team?	1978 WES UNSELD · CHAMPIONSHIP #1?	qualifies	25
world-b-free-1980-ball-stopper	World B. Free	1980	1979-80	ball-stopper	Was 1980 World B. Free a Ball Stopper?	1980 WORLD B. FREE · BALL STOPPER?	qualifies	35
world-b-free-1980-rim-pressurer	World B. Free	1980	1979-80	rim-pressurer	Was 1980 World B. Free a Rim Pressurer?	1980 WORLD B. FREE · RIM PRESSURER?	qualifies	35
world-b-free-1980-tough-shot-maker	World B. Free	1980	1979-80	tough-shot-maker	Was 1980 World B. Free an elite Tough Shot Maker?	1980 WORLD B. FREE · TOUGH SHOT MAKER?	qualifies	35
yao-ming-2007-rim-protector	Yao Ming	2007	2006-07	rim-protector	Was 2007 Yao Ming an elite Rim Protector?	2007 YAO MING · RIM PROTECTOR?	qualifies	35
yao-ming-2007-switchable-defender	Yao Ming	2007	2006-07	switchable-defender	Was 2007 Yao Ming a Switchable Defender?	2007 YAO MING · SWITCHABLE DEFENDER?	does_not_qualify	35
yao-ming-2007-tough-shot-maker	Yao Ming	2007	2006-07	tough-shot-maker	Was 2007 Yao Ming an elite Tough Shot Maker?	2007 YAO MING · TOUGH SHOT MAKER?	qualifies	35
